AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190703_214000.WAV,GRABADOR-SDZG-AM-1,20190703_214000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 21:40,60.00046875,,Recorded at 21:40:00 03/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.7V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:31:20-08:00,WAV,WAV,audio/x-wav
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190618_221000.WAV,GRABADOR-SDZG-AM-1,20190618_221000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 22:10,60.00046875,,Recorded at 22:10:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:23:29-08:00,WAV,WAV,audio/x-wav
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190619_232000.WAV,GRABADOR-SDZG-AM-1,20190619_232000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 23:20,60.00046875,,Recorded at 23:20:00 19/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:28:15-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190626_003000.WAV,GRABADOR-SDZG-AM-10,20190626_003000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 00:30,60.00046875,,Recorded at 00:30:00 26/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.9V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:52:15-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190614_010000.WAV,GRABADOR-SDZG-AM-10,20190614_010000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,14.06.2019 01:00,60.00046875,,Recorded at 01:00:00 14/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF198,2019:12:18 08:58:17-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190628_023000.WAV,GRABADOR-SDZG-AM-10,20190628_023000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 02:30,60.00046875,,Recorded at 02:30:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.7V.,AudioMoth 24CE97025B2BF198,2019:12:18 10:01:43-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190628_033000.WAV,GRABADOR-SDZG-AM-10,20190628_033000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 03:30,60.00046875,,Recorded at 03:30:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.7V.,AudioMoth 24CE97025B2BF198,2019:12:18 10:01:54-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190621_044000.WAV,GRABADOR-SDZG-AM-10,20190621_044000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 04:40,60.00046875,,Recorded at 04:40:00 21/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:30:27-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190619_052000.WAV,GRABADOR-SDZG-AM-10,20190619_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 05:20,60.00046875,,Recorded at 05:20:00 19/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.2V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:21:34-08:00,WAV,WAV,audio/x-wav
AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190621_065000.WAV,GRABADOR-SDZG-AM-10,20190621_065000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 06:50,60.00046875,,Recorded at 06:50:00 21/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:30:51-08:00,WAV,WAV,audio/x-wav
